"","rnid","record","uuid","status","dTrack","qtime","consent","HH1","HH23r1.x","HH23r2","HH23r3.x","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI.x","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1r5","ESC1ar1","ESC1ar2.x","ESC1ar3.x","ESC1ar4.x","ESC1ar5","ESC1ar6","ESC1br2c1","ESC1br3c1","ESC1br4c1","ESC1b_1r1c2","ESC1b_1r2c2","ESC1b_1r3c2","ESC1b_1r4c2","ESC1b1r1","ESC1b1r2","ESC1b1r3","ESC1b1r4","ESC1cr2c1","ESC1cr3c1","ESC1cr4c1","ESC1c_1r1c2","ESC1c_1r2c2","ESC1c_1r3c2","ESC1c_1r4c2","ESC1c1r1","ESC1c1r2","ESC1c1r3","ESC1c1r4","ESC2.x","ESC2a","ESC2b","ESC2c","EB2a.x","EB2a1","EB3a","EB3a1","EB2b","EB2b1","EB3b","EB3b1","EB2c","EB2c1","EB3c","EB3c1","EB2d","EB2d1","EB3d","EB3d1","EB2e","EB2e1","EB3e","EB3e1","EB4.x","Q4ar1","Q4ar2","Q4ar3","Q4ar4","Q4ar5","Q4ar6","Q4ar6oe","EB5r1.x","EB5r2","EB5r3","EB5r4","EB6r1.x","EB6r2","EB6r3","EB6r4","EB7a.x","Q7a1","Q7a2","Q7a3","EB7b","Q7b1","Q7b2","Q7b3","EB7c","Q7c1","Q7c2","Q7c3","EB7d","Q7d1","Q7d2","Q7d3","EB8a.x","Q8a1","Q8a2","Q8b1","EB8b","Q8b2","EB8c","Q8c1","Q8c2","EB8d","Q8d1","Q8d2","HEC1r1a.x","HEC1r1b.x","HEC1r1c.x","HEC1r1d.x","HEC2r1.x","HEC2r2.x","HEC2r3.x","HEC2r4.x","HEC2r5.x","HEC2r6.x","HEC2r7.x","HEC2r8.x","HEC2r9.x","HEC2r10.x","HEC2r9oe","HEC3r3a.x","HEC3r3b.x","HEC3r3c.x","HEC3r3d.x","HEC3r3e.x","HEC3r3f.x","HEC3r3g.x","HEC3r3h.x","HEC4a.x","HEC4ai","HEC4aii","HEC4b.x","HEC4bi","HEC4bii","HEC5.x","HEC5a.x","HEC5a1","HEC5a2r1","HEC5a2r2","HEC5a2r3","HEC5a2r4","HEC5a2r5","HEC5a2r6","HEC5a2r7","HEC6.x","HEC6a.x","HEC6b1","HEC6b2r1","HEC6b2r2","HEC6b2r3","HEC6b2r4","HEC6b2r5","HEC6b2r6","EL1","hEL1r1","EL2","hEL2r1","EL3","CEP1.x","Q14a1","CEP2.x","Q14b1","CEP3.x","Q14c1","CEP4.x","Q14d1","CEP5.x","Q14e1","CEP6.x","CEP7.x","CEP8r1.x","CEP8r2.x","CEP8r3.x","CEP8r4.x","EH1a_er1a","EH1a_er2b","EH1a_er3c","EH1a_er4d","EH1a_er5e","EH2","EH2_1r1","EH2_1r2","EH2_1r3","EH2_1r3oe","H1r1","H1r2","H1r3","H1r4","H1r5","H1r6","H1r7","H1r7oe","H2r1","H2r2","H2r3","H2r4","H2r5","H2r6","H2r7","H2r8","H2r9","H2r10","H2r11","H2r12","H2r13","H2r14","H2r15","H2r16","noanswerH2_r17","PSSPSS1","PSSPSS2","PSSPSS3","PSSPSS4","PSSPSS5","PSSPSS6","PSSPSS7","PSSPSS8","PSSPSS9","PSSPSS10","SF1","SF2","SF3","PSQI1","PSQI2a","PSQI2b","FI1","FI2","FI3","FI4","child","eld","wbill.x","sbill.x","HHI.y","HH23r1.y","HH23r3.y","ESC1ar2.y","ESC1ar3.y","ESC1ar4.y","wbill.y","sbill.y","ESC2.y","EB2a.y","EB4.y","EB5r1.y","EB6r1.y","EB7a.y","EB8a.y","HEC1r1a.y","HEC1r1b.y","HEC1r1c.y","HEC1r1d.y","HEC2r1.y","HEC2r2.y","HEC2r3.y","HEC2r4.y","HEC2r5.y","HEC2r6.y","HEC2r7.y","HEC2r8.y","HEC2r9.y","HEC2r10.y","HEC3r3a.y","HEC3r3b.y","HEC3r3c.y","HEC3r3d.y","HEC3r3e.y","HEC3r3f.y","HEC3r3g.y","HEC3r3h.y","HEC4a.y","HEC4b.y","HEC5.y","HEC5a.y","HEC6.y","HEC6a.y","CEP1.y","CEP2.y","CEP3.y","CEP4.y","CEP5.y","CEP6.y","CEP7.y","CEP8r1.y","CEP8r2.y","CEP8r3.y","CEP8r4.y"
"1551","EPOXWYWDDK98B334P7",5486,"bdccszabktv7tmv8",3,0,878.5967939,1,3,2,1,0,1,0,1,0,1,0,44,2,1,0,0,0,0,0,"",3,5,4,2,"",1,3,"",1,2017,2,3,1000,0,NA,15000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,20,NA,NA,0,0,0,0,NA,NA,NA,NA,12,NA,NA,0,0,0,0,NA,NA,NA,NA,1,60,1,1,1,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,2,0,4,0,0,"",1,2,NA,2,0,1,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,0,0,1,1,1,0,1,0,0,"",0,0,0,0,0,1,1,1,1,80,80,1,70,70,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,2,0,NA,0,NA,0,NA,1,2,0,1,0,0,0,1,2,2,1,1,2,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,1,3,3,3,1,0,1,1,1,2,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
"1552","EPOXX5254XVYZJW4P2",5497,"t9751acf77jmr8xu",3,0,753.3598871,1,4,1,2,0,1,0,1,0,1,1,18,2,0,1,0,0,0,0,"",2,41,3,1,"",2,1,"",2,2016,1,4,NA,1,3,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,2,NA,NA,NA,NA,NA,NA,1,0,0,0,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,1,1,0,0,"",0,0,1,1,1,1,1,0,0,NA,NA,1,80,75,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,0,NA,1,3,0,NA,1,1,0,NA,0,0,0,0,0,1,4,4,1,1,4,0,NA,NA,NA,"",2,2,2,2,1,2,NA,"",1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,0,3,3,3,1,1,5,5,1,1,1,4,3,3,0,3,3,1,3,2,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"1553","EPOXX7VQVVXLPMD4P9",5505,"rtnajgn9j6tzrfxe",3,0,1930.389413,1,4,2,2,0,1,0,1,0,1,0,37,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",2,2005,NA,3,500,0,NA,2000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,50,NA,NA,0,0,0,0,NA,NA,NA,NA,150,NA,NA,0,0,0,0,NA,NA,NA,NA,1,80,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,1,70,68,1,70,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,4,4,3,2,2,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,4,1,4,4,2,4,5,3,2,1,0,0,0,1,3,2,2,1,0,0,1,1,2,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1554","EPOXX9XMBZXL9YJ4P0",5512,"bm8a5dnqwmdkyfkn",3,0,1388.975082,1,3,1,2,0,1,0,1,0,1,0,34,2,1,0,0,0,0,0,"",3,28,2,2,"",1,6,"",3,2013,NA,2,1500,0,NA,2500,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,50,NA,NA,0,0,0,0,NA,NA,NA,NA,30,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,1,1,1,1,1,1,1,76,73,1,68,68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,NA,0,NA,0,NA,0,NA,1,1,0,1,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,3,1,1,1,3,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1555","EPOXX9YNPGDSF864P9",5513,"ftazshpye7g4x6qr",3,0,760.899873,1,2,0,2,0,0,1,0,0,1,0,26,1,1,0,0,0,0,0,"",1,16,2,2,"",1,3,"",3,2018,3,4,789,0,NA,20000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,110,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,3,NA,NA,1,230,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,1,0,0,1,1,80,80,1,50,50,1,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,NA,1,NA,0,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,2,1,2,1,2,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,3,3,2,4,2,2,3,4,4,2,2,3,2,1,0,0,2,2,3,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
"1556","EPOXXCMW7284TT34P6",5518,"h4dejku0m5eacka3",3,0,33336.1872,1,1,0,0,1,0,1,0,1,0,0,60,2,0,0,0,0,0,1,"Mixed",3,5,4,1,"",2,2,"",3,2000,NA,3,1590,0,NA,5200,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,80,NA,NA,0,0,0,0,NA,NA,NA,NA,99,NA,NA,0,0,0,0,NA,NA,NA,NA,1,210,3,1,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,0,0,2,0,0,0,0,"",0,2,NA,3,0,2,NA,3,1,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,2,2,NA,1,2,NA,2,1,NA,NA,NA,NA,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"",0,1,0,0,0,0,0,0,1,72,67,1,80,84,1,1,2,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,NA,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,3,3,3,2,2,1,1,0,0,"",2,2,99,99,99,99,2,"None",2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,0,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"1557","EPOXXKDKWMCVMCK4P5",5531,"gx8pfanh28kyjknp",3,0,848.201828,1,2,0,0,0,0,1,0,0,0,1,57,2,0,1,0,0,0,0,"",2,48,4,2,"",1,6,"",1,2016,0,5,NA,1,4,1400,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,40,50,1,60,57,0,1,2,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,NA,1,2,0,NA,0,NA,0,NA,0,0,1,0,0,0,3,2,2,1,4,0,NA,NA,NA,"",2,2,2,2,2,2,2,"None",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"1558","EPOXXKQ668FVXDV4P6",5533,"5eth6fw0gm7ahn69",3,0,930.8705707,1,6,2,4,0,1,0,1,0,1,0,36,2,0,1,0,0,0,0,"",2,43,3,2,"",1,7,"",4,2016,1,5,0,0,NA,1200,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,130,NA,NA,0,0,0,0,NA,NA,NA,NA,65,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,4,1,2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,0,1,NA,NA,1,3,2,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,0,0,"",0,1,1,1,1,0,1,1,0,NA,NA,1,75,65,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,NA,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,5,5,3,0,NA,NA,NA,"",2,2,2,2,2,2,2,"No",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,3,3,3,4,5,2,4,5,2,3,1,1,1,0,1,2,1,1,1,2,1,0,0,1,1,2,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"1559","EPOXXN87R5Z62VK4P1",5539,"ga793bnhw10y3sd6",3,0,1649.15571,1,2,0,0,2,0,1,0,1,0,0,55,1,0,0,0,0,0,1,"Mexican",1,5,4,2,"",1,5,"",1,2005,NA,5,1500,0,NA,3000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,NA,0,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,"",1,2,NA,NA,1,2,NA,NA,1,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"",0,0,0,0,0,1,0,0,1,73,45,1,64,55,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,NA,1,1,1,1,1,0,NA,0,NA,1,1,0,1,0,1,0,0,3,3,4,3,2,0,NA,NA,NA,"",1,2,2,99,2,1,99,"I do not no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,3,2,3,2,3,4,3,3,3,3,1,1,3,3,2,3,2,0,1,1,1,1,0,2,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
"1560","EPOXXP4ZXCRKVQ64P9",5541,"w9akmerje1xc4625",3,0,481.6159234,1,5,3,2,0,1,0,1,0,1,0,34,2,0,1,0,0,0,0,"",2,41,3,2,"",1,1,"",4,2017,2,4,550,0,NA,20000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,0,0,0,0,0,1,70,65,1,68,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,3,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,3,3,3,3,3,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,2,2,2,2,1,0,0,1,1,3,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1561","EPOXXP6ZMYCDKX34P2",5542,"ek80r08yrcse4s2q",3,0,1187.096709,1,5,1,3,1,1,0,1,1,1,0,27,1,0,0,0,0,1,0,"",1,33,1,2,"",1,6,"",2,1998,NA,5,150,0,NA,20000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,16,NA,NA,0,0,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,1,1,4,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,1,NA,1,NA,1,0,NA,1,3,1,3,0,NA,0,NA,0,0,1,1,1,1,5,5,5,5,5,0,NA,NA,NA,"",2,2,1,2,2,1,NA,"",1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,0,5,5,5,5,5,5,5,5,5,5,3,3,3,1,0,0,5,4,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
"1562","EPOXXQPDK76FVHT4P6",5544,"0p5ksh10wx6kx3s7",3,0,770.6098292,1,2,1,1,0,1,0,1,0,1,0,36,2,0,1,0,0,0,0,"",2,1,3,2,"",1,2,"",2,2018,6,2,1500,0,NA,700,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,245,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,75,1,1,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,2,3,4,5,0,"",1,2,NA,2,0,1,NA,1,1,3,1,NA,1,5,5,180,NA,NA,NA,NA,1,4,2,NA,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,0,"",0,1,0,1,1,1,1,0,0,NA,NA,0,NA,NA,1,1,2,1,1,1,1,1,1,0,1,1,3,1,1,0,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,4,1,1,1,0,0,"",1,2,1,1,1,1,1,"Seizures",1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,0,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"1563","EPOXXQVW49QN7QK4P5",5546,"8p8m1jyarx8sm12e",3,0,530.1887338,1,1,0,1,0,0,1,0,0,1,0,24,2,0,1,0,0,0,0,"",2,8,3,2,"",1,2,"",1,2017,2,4,750,0,NA,12000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,230,NA,NA,0,0,0,0,NA,NA,NA,NA,100,NA,NA,0,0,0,0,NA,NA,NA,NA,1,300,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",0,2,NA,3,1,1,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,2,NA,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"",1,1,0,1,1,0,1,0,1,75,78,1,50,60,1,1,3,0,1,0,1,0,1,0,1,1,2,1,0,1,0,1,0,0,1,0,NA,1,1,2,1,2,1,2,0,NA,0,NA,1,0,0,1,1,0,2,3,4,4,5,1,0,1,0,"",2,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,3,4,3,1,3,4,2,3,2,3,2,1,2,2,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
"1564","EPOXXQZ78CBQ4L44P6",5548,"q01jvn64vmwsaupj",3,0,1174.445477,1,4,1,1,1,1,0,1,1,1,1,30,1,1,0,0,0,0,0,"",1,44,3,2,"",1,2,"",2,2011,NA,2,750,0,NA,2800,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,200,NA,NA,0,0,0,0,NA,NA,NA,NA,150,NA,NA,0,0,0,0,NA,NA,NA,NA,1,150,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,3,0,5,0,"",0,1,NA,1,0,1,NA,1,1,3,4,NA,1,3,4,NA,NA,NA,NA,NA,1,3,4,NA,1,4,NA,4,1,NA,NA,NA,NA,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"",1,1,1,1,1,1,1,1,1,60,40,1,100,90,1,1,3,0,1,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,NA,1,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,4,1,1,0,0,"",1,1,1,2,1,1,NA,"",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,4,3,3,3,3,3,3,5,5,5,3,3,3,4,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1565","EPOXXRL5KLZ583Q4P0",5550,"yjyet0bce19ayn1w",3,0,870.3017004,1,2,0,1,0,0,1,0,0,1,1,57,1,1,0,0,0,0,0,"",1,10,3,1,"",2,2,"",2,2002,NA,4,720,0,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,100,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,2,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,0,1,1,1,1,0,1,0,0,"",0,1,1,0,1,1,1,1,1,74,74,1,77,77,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,0,NA,1,1,0,NA,0,NA,0,0,1,0,0,0,3,3,3,3,3,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,4,3,4,5,5,5,5,4,1,1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
